customer_id,age,gender,country,subscription_status,total_orders,total_quantity,total_revenue,average_order_value,average_unit_price,average_rating,total_cancellations,average_purchase_frequency,max_purchase_frequency,min_purchase_frequency,first_purchase_date,last_purchase_date,signup_date,recency_days,tenure_days,orders_per_month,average_quantity_per_order,product_diversity,category_diversity,product_name_diversity,cancellation_rate,revenue_per_order,revenue_per_unit,purchase_activity_ratio,customer_value,revenue_per_month,quantity_per_month,cancellation_per_order,rating_adjusted_value,frequency_consistency,purchase_intensity,revenue_intensity,quantity_intensity,customer_value_per_month,tenure_years,orders_per_tenure_year,revenue_per_order_month,revenue_x_frequency,orders_x_purchase_activity,value_x_purchase_activity,cancellation_x_frequency,diversity_ratio,recency_band,value_band,frequency_band
CUST1021,52,Male,Germany,paused,1,7,355.46000000000004,355.46000000000004,50.78,3.7,1,9.0,9,9,2022-06-20,2022-06-20,2021-02-02,1267,503,0.056285178236397754,7.0,1,1,1,1.0,355.46000000000004,50.78000000000001,0.001984126984126984,618.5004,21.20039761431412,0.41749502982107356,1.0,766.940496,1.0,0.7256461232604374,257.93817097415507,5.079522862823062,36.88869184890656,1.378082191780822,0.7256461232604374,21.20039761431412,3554.6000000000004,0.001984126984126984,1.2271833333333333,10.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1022,28,Female,Germany,active,1,6,539.22,539.22,89.87,4.3,2,39.0,39,39,2022-05-08,2022-05-08,2022-09-06,1310,0,1.0,6.0,1,1,1,2.0,539.22,89.87,1.0,1002.9492,5392.2,60.0,2.0,1364.010912,1.0,365.0,196815.30000000002,2190.0,10029.492,0.0,365.0,5392.2,21568.800000000003,1.0,1002.9492,80.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1023,25,Male,Germany,active,1,8,418.72,418.72,52.34,4.0,5,16.0,16,16,2025-11-06,2025-11-06,2021-04-05,32,1676,0.017584994138335287,8.0,1,1,1,5.0,418.72,52.34,0.0005963029218843172,753.696,7.494988066825776,0.1431980906921241,5.0,979.8048000000001,1.0,0.21778042959427207,91.1890214797136,1.7422434367541766,13.490978520286397,4.5917808219178085,0.21778042959427207,7.494988066825776,7118.240000000001,0.0005963029218843172,0.44943112701252236,85.0,2.0,Recent,Low Value,Low Frequency
CUST1024,45,Male,Germany,active,1,3,698.01,698.01,232.67,4.3,2,20.0,20,20,2023-01-29,2023-01-29,2022-04-14,1044,290,0.09375,3.0,1,1,1,2.0,698.01,232.67,0.003436426116838488,1298.2985999999999,72.20793103448277,0.3103448275862069,2.0,1765.6860959999997,1.0,1.2586206896551724,878.5298275862069,3.7758620689655173,134.3067517241379,0.7945205479452054,1.2586206896551724,72.20793103448277,14658.21,0.003436426116838488,4.461507216494844,42.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1025,49,Male,India,cancelled,1,5,714.4499999999999,714.4499999999999,142.89,4.2,3,40.0,40,40,2022-09-06,2022-09-06,2021-07-11,1189,422,0.06637168141592921,5.0,1,1,1,3.0,714.4499999999999,142.89,0.002364066193853428,1314.588,50.79028436018957,0.35545023696682465,3.0,1761.54792,1.0,0.8649289099526067,617.9484597156398,4.3246445497630335,93.45412322274882,1.1561643835616437,0.8649289099526067,50.79028436018957,29292.449999999997,0.002364066193853428,3.10777304964539,123.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1026,27,Male,Germany,paused,1,7,312.83,312.83,44.69,4.2,0,28.0,28,28,2025-05-05,2025-05-05,2023-05-15,217,721,0.03994673768308921,7.0,1,1,1,0.0,312.83,44.69,0.0013850415512465374,575.6072,13.01650485436893,0.2912621359223301,0.0,771.3136480000001,1.0,0.5062413314840499,158.36747572815534,3.5436893203883497,23.950368932038835,1.9753424657534246,0.5062413314840499,13.01650485436893,9072.07,0.0013850415512465374,0.797239889196676,0.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1027,69,Male,Pakistan,cancelled,1,7,975.1000000000001,975.1000000000001,139.3,4.0,4,42.0,42,42,2022-02-25,2022-02-25,2021-03-23,1382,339,0.08130081300813008,7.0,1,1,1,4.0,975.1000000000001,139.3,0.0029411764705882353,1755.1800000000003,86.2920353982301,0.6194690265486725,4.0,2281.7340000000004,1.0,1.0766961651917404,1049.8864306784662,7.536873156342184,155.32566371681418,0.9287671232876712,1.0766961651917404,86.2920353982301,41929.3,0.0029411764705882353,5.162294117647059,172.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1028,66,Male,India,active,1,8,1197.2,1197.2,149.65,4.4,1,45.0,45,45,2025-03-04,2025-03-04,2021-02-06,279,1487,0.019775873434410018,8.0,1,1,1,1.0,1197.2,149.65,0.0006720430107526882,2250.7360000000003,24.153328850033624,0.16139878950907868,1.0,3106.015680000001,1.0,0.24546065904505715,293.86550100874246,1.9636852723604572,45.40825823806322,4.073972602739726,0.24546065904505715,24.153328850033624,55071.200000000004,0.0006720430107526882,1.5125913978494627,46.0,2.0,Long Inactive,High Value,Low Frequency
CUST1029,43,Female,Canada,cancelled,1,6,942.5999999999999,942.5999999999999,157.1,4.3,3,14.0,14,14,2024-03-22,2024-03-22,2020-08-22,626,1308,0.02242152466367713,6.0,1,1,1,3.0,942.5999999999999,157.1,0.0007639419404125286,1753.2359999999996,21.61926605504587,0.13761467889908258,3.0,2384.4009599999995,1.0,0.2790519877675841,263.0344036697247,1.6743119266055047,40.21183486238531,3.5835616438356164,0.2790519877675841,21.61926605504587,14138.999999999998,0.0007639419404125286,1.3393705118410997,45.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1030,18,Male,Germany,active,1,9,1642.77,1642.77,182.53,4.5,5,24.0,24,24,2021-01-06,2021-01-06,2021-04-19,1797,0,1.0,9.0,1,1,1,5.0,1642.77,182.53,1.0,3121.263,16427.699999999997,90.0,5.0,4369.7681999999995,1.0,365.0,599611.05,3285.0,31212.629999999997,0.0,365.0,16427.699999999997,41069.25,1.0,3121.263,125.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1031,37,Male,Canada,paused,1,1,31.95,31.95,31.95,4.0,4,9.0,9,9,2023-07-22,2023-07-22,2021-08-19,870,702,0.04098360655737705,1.0,1,1,1,4.0,31.95,31.95,0.001422475106685633,57.51,1.3653846153846154,0.042735042735042736,4.0,74.763,1.0,0.51994301994302,16.612179487179485,0.51994301994302,2.457692307692308,1.9232876712328768,0.51994301994302,1.3653846153846154,319.5,0.001422475106685633,0.08180654338549076,40.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1032,52,Female,Germany,cancelled,1,2,1609.54,1609.54,804.77,4.3,0,26.0,26,26,2021-07-27,2021-07-27,2021-09-02,1595,0,1.0,2.0,1,1,1,0.0,1609.54,804.77,1.0,2993.7443999999996,16095.4,20.0,0.0,4071.492383999999,1.0,365.0,587482.1,730.0,29937.443999999996,0.0,365.0,16095.4,43457.58,1.0,2993.7443999999996,0.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1033,50,Male,Canada,active,1,5,1661.9,1661.9,332.38,4.3,5,29.0,29,29,2022-09-25,2022-09-25,2022-03-25,1170,184,0.14018691588785046,5.0,1,1,1,5.0,1661.9,332.38,0.005405405405405406,3091.134,270.9619565217391,0.8152173913043478,5.0,4203.942239999999,1.0,1.9836956521739129,3296.703804347826,9.918478260869565,503.9892391304347,0.5041095890410959,1.9836956521739129,270.9619565217391,49857.0,0.005405405405405406,16.708832432432434,150.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1034,49,Female,UK,active,1,1,1292.65,1292.65,1292.65,3.9,5,12.0,12,12,2025-04-22,2025-04-22,2021-02-26,230,1516,0.01940491591203105,1.0,1,1,1,5.0,1292.65,1292.65,0.0006591957811470006,2300.9170000000004,25.580145118733512,0.01978891820580475,5.0,2945.1737600000006,1.0,0.24076517150395776,311.225098944591,0.24076517150395776,45.532658311345656,4.153424657534247,0.24076517150395776,25.580145118733512,16804.45,0.0006591957811470006,1.5167547791694134,65.0,2.0,Long Inactive,High Value,Low Frequency
CUST1035,48,Female,India,active,1,7,254.73000000000002,254.73000000000002,36.39,3.9,3,24.0,24,24,2023-11-23,2023-11-23,2021-11-07,746,746,0.03865979381443299,7.0,1,1,1,3.0,254.73000000000002,36.39,0.0013386880856760374,453.41940000000005,10.243833780160859,0.28150134048257375,3.0,580.376832,1.0,0.4892761394101877,124.63331099195713,3.424932975871314,18.23402412868633,2.043835616438356,0.4892761394101877,10.243833780160859,6368.25,0.0013386880856760374,0.6069871485943775,75.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1036,42,Male,UK,paused,1,7,554.3299999999999,554.3299999999999,79.19,4.4,0,13.0,13,13,2024-01-14,2024-01-14,2023-03-08,694,312,0.08771929824561403,7.0,1,1,1,0.0,554.3299999999999,79.18999999999998,0.003194888178913738,1042.1404,53.30096153846153,0.673076923076923,0.0,1438.1537520000002,1.0,1.1698717948717947,648.4950320512819,8.189102564102564,100.20580769230769,0.8547945205479452,1.1698717948717947,53.30096153846153,7760.619999999999,0.003194888178913738,3.329522044728434,0.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1037,66,Male,India,active,1,4,376.24,376.24,94.06,4.0,3,48.0,48,48,2023-05-16,2023-05-16,2023-03-25,937,52,0.36585365853658536,4.0,1,1,1,3.0,376.24,94.06,0.018867924528301886,677.2320000000001,217.06153846153845,2.3076923076923075,3.0,880.4016000000001,1.0,7.019230769230769,2640.915384615385,28.076923076923077,390.71076923076924,0.14246575342465753,7.019230769230769,217.06153846153845,18435.760000000002,0.018867924528301886,12.777962264150945,147.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1038,25,Female,Pakistan,paused,1,2,1572.96,1572.96,786.48,4.2,3,11.0,11,11,2023-06-29,2023-06-29,2022-02-17,893,497,0.05692599620493359,2.0,1,1,1,3.0,1572.96,786.48,0.002008032128514056,2894.2464,94.94728370221328,0.12072434607645875,3.0,3878.2901760000004,1.0,0.7344064386317907,1155.1919517102615,1.4688128772635813,174.70300201207243,1.3616438356164384,0.7344064386317907,94.94728370221328,18875.52,0.002008032128514056,5.811739759036144,36.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1039,40,Female,India,active,1,6,123.30000000000001,123.30000000000001,20.55,4.2,5,47.0,47,47,2024-12-13,2024-12-13,2022-04-12,360,976,0.029821073558648114,6.0,1,1,1,5.0,123.30000000000001,20.55,0.0010235414534288639,226.87200000000004,3.789959016393443,0.18442622950819673,5.0,304.0084800000001,1.0,0.37397540983606553,46.111168032786885,2.2438524590163933,6.973524590163936,2.673972602739726,0.37397540983606553,3.789959016393443,5918.400000000001,0.0010235414534288639,0.23221289662231326,240.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1040,31,Male,USA,active,1,5,1016.15,1016.15,203.23,4.5,3,45.0,45,45,2025-06-08,2025-06-08,2023-08-05,183,673,0.04267425320056899,5.0,1,1,1,3.0,1016.15,203.23,0.001483679525222552,1930.685,45.2964338781575,0.22288261515601782,3.0,2702.959,1.0,0.5423476968796433,551.1066121842496,2.7117384843982166,86.06322436849925,1.8438356164383563,0.5423476968796433,45.2964338781575,46742.9,0.001483679525222552,2.864517804154303,138.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1041,55,Female,Pakistan,active,1,7,455.48999999999995,455.48999999999995,65.07,4.3,5,5.0,5,5,2025-03-28,2025-03-28,2022-07-19,255,983,0.029615004935834157,7.0,1,1,1,5.0,455.48999999999995,65.07,0.0010162601626016261,847.2113999999998,13.901017293997965,0.21363173957273654,5.0,1152.2075039999995,1.0,0.3713123092573754,169.1290437436419,2.599186164801628,25.85589216683621,2.6931506849315068,0.3713123092573754,13.901017293997965,2732.9399999999996,0.0010162601626016261,0.8609871951219511,30.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1042,57,Other,Germany,paused,1,1,1954.64,1954.64,1954.64,4.2,4,36.0,36,36,2025-03-15,2025-03-15,2023-05-23,268,662,0.04335260115606936,1.0,1,1,1,4.0,1954.64,1954.64,0.0015082956259426848,3596.5376000000006,88.57885196374623,0.045317220543806644,4.0,4819.360384000001,1.0,0.5513595166163142,1077.7093655589124,0.5513595166163142,162.98508761329308,1.8136986301369864,0.5513595166163142,88.57885196374623,72321.68000000001,0.0015082956259426848,5.424641930618402,148.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1043,55,Female,UK,active,1,7,132.86,132.86,18.98,4.3,4,45.0,45,45,2024-05-28,2024-05-28,2023-04-22,559,402,0.06944444444444445,7.0,1,1,1,4.0,132.86,18.98,0.0024813895781637717,247.11960000000002,9.914925373134329,0.5223880597014925,4.0,336.082656,1.0,0.9079601990049752,120.63159203980102,6.355721393034826,18.44176119402985,1.1013698630136985,0.9079601990049752,9.914925373134329,6111.56,0.0024813895781637717,0.6132000000000001,184.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1044,47,Male,Germany,cancelled,1,3,1963.6799999999998,1963.6799999999998,654.56,4.0,5,48.0,48,48,2023-11-12,2023-11-12,2022-11-03,757,374,0.07425742574257425,3.0,1,1,1,5.0,1963.6799999999998,654.56,0.0026666666666666666,3534.624,157.51443850267378,0.24064171122994651,5.0,4595.0112,1.0,0.9759358288770054,1916.4256684491977,2.927807486631016,283.5259893048128,1.0246575342465754,0.9759358288770054,157.51443850267378,96220.31999999999,0.0026666666666666666,9.425664,245.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1045,29,Male,Pakistan,active,1,5,1670.8500000000001,1670.8500000000001,334.17,3.3,0,6.0,6,6,2022-05-22,2022-05-22,2020-11-30,1296,538,0.0528169014084507,5.0,1,1,1,0.0,1670.8500000000001,334.17,0.0018552875695732839,2773.611,93.17007434944239,0.2788104089219331,0.0,3217.38876,1.0,0.6784386617100372,1133.5692379182158,3.392193308550186,154.66232342007433,1.473972602739726,0.6784386617100372,93.17007434944239,11695.95,0.0018552875695732839,5.1458460111317255,0.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1046,19,Female,Pakistan,active,1,5,1098.75,1098.75,219.75,4.1,0,37.0,37,37,2025-01-14,2025-01-14,2023-03-21,328,665,0.043165467625899276,5.0,1,1,1,0.0,1098.75,219.75,0.0015015015015015015,1999.725,49.56766917293233,0.22556390977443608,0.0,2639.6369999999997,1.0,0.5488721804511278,603.0733082706768,2.744360902255639,90.21315789473684,1.821917808219178,0.5488721804511278,49.56766917293233,41752.5,0.0015015015015015015,3.00259009009009,0.0,2.0,Long Inactive,High Value,Low Frequency
CUST1047,38,Male,Canada,active,1,7,1561.3500000000001,1561.3500000000001,223.05,4.4,1,23.0,23,23,2022-09-07,2022-09-07,2021-07-13,1188,421,0.06651884700665188,7.0,1,1,1,1.0,1561.3500000000001,223.05,0.002369668246445498,2935.3380000000006,111.2600950118765,0.498812351543943,1.0,4050.7664400000012,1.0,0.8669833729216152,1353.664489311164,6.068883610451306,209.16897862232784,1.1534246575342466,0.8669833729216152,111.2600950118765,37472.4,0.002369668246445498,6.955777251184836,24.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1048,48,Male,Pakistan,paused,1,4,599.52,599.52,149.88,3.6,5,35.0,35,35,2025-04-18,2025-04-18,2023-10-04,234,562,0.05067567567567567,4.0,1,1,1,5.0,599.52,149.88,0.0017761989342806395,1031.1743999999999,32.002846975088964,0.21352313167259784,5.0,1258.0327679999998,1.0,0.6494661921708186,389.3679715302491,2.5978647686832743,55.044896797153015,1.5397260273972602,0.6494661921708186,32.002846975088964,21582.72,0.0017761989342806395,1.8315708703374776,180.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1049,58,Male,Germany,active,1,9,1487.43,1487.43,165.27,4.2,4,30.0,30,30,2025-04-01,2025-04-01,2022-06-17,251,1019,0.02859866539561487,9.0,1,1,1,4.0,1487.43,165.27,0.000980392156862745,2736.8712,43.790873405299315,0.2649656526005888,4.0,3667.4074080000005,1.0,0.35819430814524045,532.788959764475,3.223748773307164,80.57520706575073,2.791780821917808,0.35819430814524045,43.790873405299315,46110.33,0.000980392156862745,2.6832070588235295,124.0,2.0,Long Inactive,High Value,Low Frequency
