order_id,customer_id,age,gender,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,unit_price,quantity,purchase_frequency,product_name,category,Ratings
ORD5128,CUST1128,49,Female,PROD328,Germany,2022-09-28,2022-12-10,2,active,19.56,6,43,Bluetooth Speaker,Electronics,4.2
ORD5129,CUST1129,31,Male,PROD329,UK,2021-04-24,2024-10-01,0,active,170.27,3,34,Shampoo,Beauty,4.4
ORD5130,CUST1130,33,Male,PROD330,Germany,2022-10-20,2024-07-08,3,cancelled,968.05,2,3,Smartwatch,Electronics,4.3
ORD5131,CUST1131,21,Female,PROD331,UK,2021-08-11,2025-01-25,0,cancelled,184.34,6,13,Tablet,Electronics,4.3
ORD5132,CUST1132,59,Female,PROD332,USA,2022-07-13,2023-12-06,3,active,332.14,4,3,Skirt,Clothing,4.0
ORD5133,CUST1133,46,Female,PROD333,Germany,2021-06-29,2022-04-11,2,active,42.65,5,34,Tennis Racket,Sports,3.9
ORD5134,CUST1134,35,Male,PROD334,UK,2021-05-09,2024-11-18,1,active,21.3,9,43,Cycling Helmet,Sports,4.2
ORD5135,CUST1135,51,Male,PROD335,USA,2023-05-20,2024-05-17,5,cancelled,111.78,7,28,Microwave,Home,4.3
ORD5136,CUST1136,51,Female,PROD336,India,2022-10-01,2022-08-07,1,active,103.26,7,25,Face Wash,Beauty,3.9
ORD5137,CUST1137,39,Female,PROD337,USA,2021-02-05,2024-11-07,3,active,5.48,9,11,Headphones,Electronics,4.6
ORD5138,CUST1138,36,Female,PROD338,Germany,2023-07-04,2023-09-05,3,active,151.96,5,16,Cycling Helmet,Sports,3.9
ORD5139,CUST1139,49,Female,PROD339,Pakistan,2023-07-06,2023-07-19,3,active,152.78,9,12,Sneakers,Clothing,4.3
ORD5140,CUST1140,55,Male,PROD340,UK,2022-02-14,2024-02-25,2,active,179.86,7,3,Cycling Helmet,Sports,4.1
ORD5141,CUST1141,19,Female,PROD341,Germany,2023-03-24,2024-03-11,4,cancelled,218.72,8,9,Sneakers,Clothing,4.4
ORD5142,CUST1142,47,Female,PROD342,UK,2023-02-06,2025-03-28,0,cancelled,177.72,4,46,T-Shirt,Clothing,3.2
ORD5143,CUST1143,53,Female,PROD343,India,2021-10-20,2025-04-26,5,active,224.37,4,30,Conditioner,Beauty,4.2
ORD5144,CUST1144,46,Female,PROD344,India,2021-10-11,2024-06-26,3,active,283.6,7,18,Dress,Clothing,4.2
ORD5145,CUST1145,48,Male,PROD345,Germany,2021-07-08,2024-05-09,2,cancelled,167.0,9,23,Skirt,Clothing,3.7
ORD5146,CUST1146,47,Female,PROD346,USA,2021-03-17,2023-10-30,1,active,121.06,6,24,Jeans,Clothing,4.5
ORD5147,CUST1147,26,Other,PROD347,Germany,2022-08-24,2025-02-28,5,active,433.59,3,28,Headphones,Electronics,4.2
ORD5148,CUST1148,20,Male,PROD348,India,2021-05-12,2024-07-25,1,active,230.28,5,17,Lamp,Home,4.2
ORD5149,CUST1149,51,Male,PROD349,Germany,2021-09-23,2024-05-02,2,cancelled,8.24,6,37,Nail Polish,Beauty,4.2
ORD5150,CUST1150,20,Male,PROD350,Germany,2021-09-22,2022-07-10,3,cancelled,634.46,3,40,Shirt,Clothing,4.1
ORD5151,CUST1151,49,Female,PROD351,USA,2020-12-26,2022-01-05,3,active,156.77,8,40,Nail Polish,Beauty,4.3
ORD5152,CUST1152,27,Female,PROD352,Pakistan,2021-09-11,2023-01-18,5,active,172.17,7,41,Microwave,Home,4.3
ORD5153,CUST1153,52,Female,PROD353,India,2022-07-27,2024-08-07,2,active,1308.29,1,18,Jacket,Clothing,4.3
ORD5154,CUST1154,24,Other,PROD354,UK,2020-10-13,2024-12-20,1,cancelled,773.0,2,42,Face Wash,Beauty,3.4
ORD5155,CUST1155,54,Female,PROD355,UK,2022-08-28,2025-01-30,1,cancelled,37.35,1,7,Sneakers,Clothing,4.3
ORD5156,CUST1156,42,Male,PROD356,Pakistan,2021-06-10,2024-12-08,0,active,210.51,2,1,Jacket,Clothing,4.4
ORD5157,CUST1157,55,Male,PROD357,Canada,2022-07-17,2024-07-02,4,cancelled,184.94,7,45,Hoodie,Clothing,3.9
ORD5158,CUST1158,35,Female,PROD358,Pakistan,2020-11-22,2021-10-14,4,active,34.88,5,24,Lamp,Home,4.1
ORD5159,CUST1159,31,Male,PROD359,Pakistan,2022-09-04,2024-09-08,3,active,23.82,9,1,Foundation,Beauty,3.9
ORD5160,CUST1160,21,Male,PROD360,Germany,2022-05-22,2022-02-11,1,active,241.3,6,21,Yoga Mat,Sports,4.0
ORD5161,CUST1161,65,Female,PROD361,Canada,2022-07-30,2022-08-13,5,active,292.25,3,24,Tennis Racket,Sports,4.3
ORD5162,CUST1162,30,Female,PROD362,Canada,2020-09-30,2023-09-30,4,cancelled,139.58,6,44,Blender,Home,4.0
ORD5163,CUST1163,38,Female,PROD363,Pakistan,2023-02-07,2024-12-21,4,cancelled,400.08,4,38,Running Shoes,Sports,3.9
ORD5164,CUST1164,64,Male,PROD364,Germany,2022-11-19,2023-03-14,3,paused,901.2,2,34,Vacuum Cleaner,Home,4.5
ORD5165,CUST1165,45,Male,PROD365,Germany,2023-12-05,2024-10-08,5,active,597.67,3,9,Blender,Home,3.9
ORD5166,CUST1166,41,Male,PROD366,UK,2021-03-09,2024-11-23,2,cancelled,77.76,3,3,Running Shoes,Sports,4.2
ORD5167,CUST1167,38,Male,PROD367,Pakistan,2021-11-23,2023-06-13,1,cancelled,15.8,6,8,Cricket Bat,Sports,4.0
ORD5168,CUST1168,62,Other,PROD368,Germany,2021-01-23,2023-04-01,2,active,151.98,5,36,Running Shoes,Sports,4.3
ORD5169,CUST1169,47,Male,PROD369,India,2021-02-05,2022-10-28,5,active,35.32,6,49,Shirt,Clothing,4.0
ORD5170,CUST1170,65,Female,PROD370,UK,2021-09-05,2024-01-05,5,active,161.03,9,47,Basketball,Sports,4.4
ORD5171,CUST1171,36,Female,PROD371,UK,2021-04-17,2024-12-06,1,cancelled,621.17,2,2,Sneakers,Clothing,4.3
ORD5172,CUST1172,64,Female,PROD372,Canada,2022-02-19,2023-04-15,0,cancelled,261.65,5,28,Skirt,Clothing,4.0
ORD5173,CUST1173,38,Male,PROD373,Pakistan,2022-12-05,2024-02-12,5,cancelled,332.86,5,42,Lamp,Home,4.3
ORD5174,CUST1174,51,Male,PROD374,Germany,2023-02-15,2024-11-15,4,active,68.45,3,39,Shampoo,Beauty,5.0
ORD5175,CUST1175,62,Male,PROD375,Pakistan,2021-09-15,2024-02-19,5,active,274.96,4,26,Smartphone,Electronics,3.7
ORD5176,CUST1176,20,Male,PROD376,Pakistan,2023-11-07,2024-07-13,3,cancelled,859.4,2,17,Bluetooth Speaker,Electronics,4.0
ORD5177,CUST1177,21,Female,PROD377,Canada,2020-11-19,2022-04-11,4,paused,103.64,9,34,Cricket Bat,Sports,4.1
ORD5178,CUST1178,45,Female,PROD378,Canada,2021-11-14,2022-07-19,3,cancelled,993.48,2,18,Perfume,Beauty,4.0
ORD5179,CUST1179,48,Male,PROD379,Germany,2021-07-24,2021-06-10,2,active,348.34,2,15,Lipstick,Beauty,3.3
ORD5180,CUST1180,48,Male,PROD380,Pakistan,2023-10-04,2024-01-05,0,active,18.7,6,33,Microwave,Home,3.8
ORD5181,CUST1181,33,Male,PROD381,Pakistan,2023-03-21,2024-04-17,3,cancelled,1543.22,1,42,T-Shirt,Clothing,4.1
ORD5182,CUST1182,37,Male,PROD382,India,2021-01-08,2025-07-28,0,active,183.2,8,5,Headphones,Electronics,4.1
ORD5183,CUST1183,59,Male,PROD383,Canada,2021-04-19,2022-10-14,2,active,215.88,8,23,Smartwatch,Electronics,4.4
ORD5184,CUST1184,37,Male,PROD384,USA,2023-09-07,2025-07-03,3,active,1071.13,1,33,Running Shoes,Sports,4.3
ORD5185,CUST1185,47,Female,PROD385,Canada,2022-06-22,2025-02-17,2,active,22.07,9,9,Cricket Bat,Sports,4.3
ORD5186,CUST1186,62,Female,PROD386,Canada,2021-08-08,2025-12-07,5,active,200.21,4,10,Jacket,Clothing,4.4
ORD5187,CUST1187,26,Female,PROD387,India,2023-06-05,2025-03-24,1,cancelled,678.67,2,39,Tennis Racket,Sports,4.3
ORD5188,CUST1188,20,Female,PROD388,Pakistan,2021-05-25,2024-10-10,0,active,689.37,2,34,Microwave,Home,3.9
ORD5189,CUST1189,40,Male,PROD389,Germany,2022-10-22,2023-02-26,5,active,180.98,6,40,Skirt,Clothing,4.2
ORD5190,CUST1190,49,Female,PROD390,Pakistan,2021-07-19,2023-02-01,4,cancelled,148.34,5,7,Camera,Electronics,4.2
ORD5191,CUST1191,33,Male,PROD391,UK,2022-02-15,2022-10-25,4,cancelled,127.83,7,9,Bluetooth Speaker,Electronics,4.1
ORD5192,CUST1192,54,Other,PROD392,Pakistan,2021-03-10,2024-02-14,2,active,187.02,8,29,Lipstick,Beauty,4.3
ORD5193,CUST1193,28,Male,PROD393,Canada,2021-08-14,2023-02-06,5,active,175.71,7,26,T-Shirt,Clothing,3.7
ORD5194,CUST1194,36,Female,PROD394,Canada,2021-10-05,2022-02-18,2,cancelled,39.74,9,10,Conditioner,Beauty,4.1
ORD5195,CUST1195,57,Male,PROD395,India,2023-07-19,2024-08-21,0,active,199.73,6,46,Dumbbells,Sports,3.9
ORD5196,CUST1196,36,Male,PROD396,India,2020-07-10,2022-12-19,3,active,30.76,9,49,Jeans,Clothing,4.0
ORD5197,CUST1197,34,Male,PROD397,USA,2022-01-10,2023-03-03,2,active,429.25,4,45,Headphones,Electronics,4.2
ORD5198,CUST1198,39,Female,PROD398,USA,2022-04-25,2024-06-03,4,cancelled,122.72,9,35,Shirt,Clothing,4.4
ORD5199,CUST1199,32,Male,PROD399,Pakistan,2022-11-10,2023-03-29,4,active,504.16,3,43,Hoodie,Clothing,4.1
ORD5200,CUST1200,69,Female,PROD400,Germany,2021-11-07,2023-09-19,2,cancelled,483.12,4,23,Shampoo,Beauty,4.3
ORD5201,CUST1201,61,Male,PROD401,India,2023-03-29,2025-02-06,0,cancelled,138.92,6,47,Shirt,Clothing,3.8
ORD5202,CUST1202,68,Female,PROD402,UK,2021-06-11,2022-12-27,4,active,299.78,6,13,Vacuum Cleaner,Home,4.4
ORD5203,CUST1203,61,Other,PROD403,Germany,2021-07-22,2023-03-15,4,cancelled,296.68,6,6,Dress,Clothing,4.0
