customer_id,churn,age,gender,country,subscription_status,total_orders,total_quantity,total_revenue,average_order_value,average_unit_price,average_rating,total_cancellations,average_purchase_frequency,max_purchase_frequency,min_purchase_frequency,first_purchase_date,last_purchase_date,signup_date,tenure_days,orders_per_month,average_quantity_per_order,product_diversity,category_diversity,product_name_diversity,cancellation_rate,revenue_per_order,revenue_per_unit,purchase_activity_ratio,customer_value,revenue_per_month,quantity_per_month,cancellation_per_order,rating_adjusted_value,frequency_consistency,purchase_intensity,revenue_intensity,quantity_intensity,customer_value_per_month,tenure_years,orders_per_tenure_year,revenue_per_order_month,revenue_x_frequency,orders_x_purchase_activity,value_x_purchase_activity,cancellation_x_frequency,diversity_ratio,recency_band,value_band,frequency_band
CUST1012,1,39,Female,Canada,active,1,9,1519.11,1519.11,168.79,4.4,2,36.0,36,36,2023-01-16,2023-01-16,2020-12-20,757,0.0381194409148665,9.0,1,1,1,2.0,1519.11,168.79,0.0013192612137203,2855.9268,60.20250990752972,0.35667107001321,2.0,3941.1789840000006,1.0,0.4821664464993395,732.4638705416115,4.339498018494055,113.18071862615588,2.073972602739726,0.4821664464993395,60.20250990752972,56207.07,0.0013192612137203,3.76771345646438,74.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1013,0,61,Female,USA,active,1,8,1894.16,1894.16,236.77,4.2,3,5.0,5,5,2024-09-12,2024-09-12,2021-02-19,1301,0.0225394440270473,8.0,1,1,1,3.0,1894.16,236.77,0.0007680491551459,3485.2544000000003,43.67778631821676,0.1844734819369715,3.0,4670.240896,1.0,0.2805534204458109,531.4130668716372,2.244427363566487,80.36712682551884,3.564383561643836,0.2805534204458109,43.67778631821676,11364.96,0.0007680491551459,2.676846697388633,18.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1014,0,64,Female,UK,active,1,6,781.92,781.92,130.32,4.1,1,20.0,20,20,2025-04-24,2025-04-24,2021-02-27,1517,0.0193923723335488,6.0,1,1,1,1.0,781.92,130.32,0.0006587615283267,1423.0943999999995,15.46315095583388,0.1186552406064601,1.0,1878.4846079999995,1.0,0.2406064601186552,188.1350032959789,1.4436387607119314,28.142934739617655,4.156164383561644,0.2406064601186552,15.46315095583388,16420.32,0.0006587615283267,0.9374798418972332,21.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1015,0,28,Female,UK,cancelled,1,3,1001.97,1001.97,333.99,4.4,5,27.0,27,27,2023-11-15,2023-11-15,2021-12-31,684,0.042016806722689,3.0,1,1,1,5.0,1001.97,333.99,0.0014598540145985,1883.7036000000005,43.946052631578944,0.131578947368421,5.0,2599.5109680000005,1.0,0.533625730994152,534.6769736842106,1.600877192982456,82.61857894736843,1.873972602739726,0.533625730994152,43.946052631578944,28055.16,0.0014598540145985,2.749932262773723,140.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1016,0,34,Female,USA,active,1,1,1875.08,1875.08,1875.08,4.2,1,31.0,31,31,2025-02-08,2025-02-08,2021-06-07,1342,0.0218658892128279,1.0,1,1,1,1.0,1875.08,1875.08,0.0007446016381236,3450.1472,41.916840536512666,0.022354694485842,1.0,4623.197248,1.0,0.2719821162444113,509.9882265275708,0.2719821162444113,77.12698658718331,3.676712328767124,0.2719821162444113,41.916840536512666,60002.56,0.0007446016381236,2.568985256887565,32.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1017,0,22,Male,Pakistan,cancelled,1,6,1267.44,1267.44,211.24,4.0,0,18.0,18,18,2024-04-08,2024-04-08,2021-09-14,937,0.031023784901758,6.0,1,1,1,0.0,1267.44,211.24,0.0010660980810234,2281.3920000000003,40.57972251867663,0.192102454642476,0.0,2965.8096000000005,1.0,0.3895410885805763,493.7199573105657,2.337246531483458,73.04350053361793,2.5671232876712327,0.3895410885805763,40.57972251867663,24081.36,0.0010660980810234,2.4321876332622603,0.0,2.0,Long Inactive,High Value,Low Frequency
CUST1018,0,42,Male,USA,paused,1,1,1702.39,1702.39,1702.39,4.1,5,14.0,14,14,2025-09-01,2025-09-01,2023-05-25,830,0.0348837209302325,1.0,1,1,1,5.0,1702.39,1702.39,0.0012033694344163,3098.3498,61.5321686746988,0.036144578313253,5.0,4089.821736,1.0,0.4397590361445783,748.6413855421687,0.4397590361445783,111.9885469879518,2.2739726027397262,0.4397590361445783,61.5321686746988,25535.85,0.0012033694344163,3.728459446450061,75.0,2.0,At Risk,Very High Value,Low Frequency
CUST1019,0,51,Female,India,paused,1,8,1596.64,1596.64,199.58,4.3,0,41.0,41,41,2025-08-13,2025-08-13,2022-09-14,1064,0.0274223034734917,8.0,1,1,1,0.0,1596.64,199.58,0.0009389671361502,2969.7504,45.01804511278196,0.225563909774436,0.0,4038.860544,1.0,0.3430451127819549,547.7195488721804,2.744360902255639,83.73356390977443,2.915068493150685,0.3430451127819549,45.01804511278196,67058.88,0.0009389671361502,2.788498028169014,0.0,2.0,At Risk,Very High Value,Low Frequency
CUST1020,0,64,Female,Canada,active,1,6,1452.18,1452.18,242.03,4.5,4,2.0,2,2,2024-01-23,2024-01-23,2022-03-13,681,0.0421940928270042,6.0,1,1,1,4.0,1452.18,242.03,0.001466275659824,2759.142,63.972687224669606,0.2643171806167401,4.0,3862.7988,1.0,0.5359765051395007,778.3343612334802,3.2158590308370045,121.54810572687224,1.8657534246575345,0.5359765051395007,63.972687224669606,4356.54,0.001466275659824,4.04566275659824,12.0,2.0,Long Inactive,High Value,Low Frequency
CUST1021,1,52,Male,Germany,paused,1,7,355.46000000000004,355.46000000000004,50.78,3.7,1,9.0,9,9,2022-06-20,2022-06-20,2021-02-02,503,0.0562851782363977,7.0,1,1,1,1.0,355.46000000000004,50.78000000000001,0.0019841269841269,618.5004,21.20039761431412,0.4174950298210735,1.0,766.940496,1.0,0.7256461232604374,257.93817097415507,5.079522862823062,36.88869184890656,1.378082191780822,0.7256461232604374,21.20039761431412,3554.6000000000004,0.0019841269841269,1.2271833333333333,10.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1022,1,28,Female,Germany,active,1,6,539.22,539.22,89.87,4.3,2,39.0,39,39,2022-05-08,2022-05-08,2022-09-06,0,1.0,6.0,1,1,1,2.0,539.22,89.87,1.0,1002.9492,5392.2,60.0,2.0,1364.010912,1.0,365.0,196815.3,2190.0,10029.492,0.0,365.0,5392.2,21568.800000000003,1.0,1002.9492,80.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1023,0,25,Male,Germany,active,1,8,418.72,418.72,52.34,4.0,5,16.0,16,16,2025-11-06,2025-11-06,2021-04-05,1676,0.0175849941383352,8.0,1,1,1,5.0,418.72,52.34,0.0005963029218843,753.696,7.494988066825776,0.1431980906921241,5.0,979.8048,1.0,0.217780429594272,91.1890214797136,1.7422434367541766,13.490978520286395,4.5917808219178085,0.217780429594272,7.494988066825776,7118.240000000001,0.0005963029218843,0.4494311270125223,85.0,2.0,Recent,Low Value,Low Frequency
CUST1024,1,45,Male,Germany,active,1,3,698.01,698.01,232.67,4.3,2,20.0,20,20,2023-01-29,2023-01-29,2022-04-14,290,0.09375,3.0,1,1,1,2.0,698.01,232.67,0.0034364261168384,1298.2986,72.20793103448277,0.3103448275862069,2.0,1765.6860959999997,1.0,1.2586206896551724,878.5298275862069,3.775862068965517,134.3067517241379,0.7945205479452054,1.2586206896551724,72.20793103448277,14658.21,0.0034364261168384,4.461507216494844,42.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1025,1,49,Male,India,cancelled,1,5,714.4499999999999,714.4499999999999,142.89,4.2,3,40.0,40,40,2022-09-06,2022-09-06,2021-07-11,422,0.0663716814159292,5.0,1,1,1,3.0,714.4499999999999,142.89,0.0023640661938534,1314.588,50.79028436018957,0.3554502369668246,3.0,1761.54792,1.0,0.8649289099526067,617.9484597156398,4.3246445497630335,93.45412322274882,1.1561643835616435,0.8649289099526067,50.79028436018957,29292.45,0.0023640661938534,3.10777304964539,123.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1026,0,27,Male,Germany,paused,1,7,312.83,312.83,44.69,4.2,0,28.0,28,28,2025-05-05,2025-05-05,2023-05-15,721,0.0399467376830892,7.0,1,1,1,0.0,312.83,44.69,0.0013850415512465,575.6072,13.01650485436893,0.2912621359223301,0.0,771.3136480000001,1.0,0.5062413314840499,158.36747572815534,3.5436893203883497,23.950368932038835,1.9753424657534249,0.5062413314840499,13.01650485436893,9072.07,0.0013850415512465,0.797239889196676,0.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1027,1,69,Male,Pakistan,cancelled,1,7,975.1,975.1,139.3,4.0,4,42.0,42,42,2022-02-25,2022-02-25,2021-03-23,339,0.08130081300813,7.0,1,1,1,4.0,975.1,139.3,0.0029411764705882,1755.1800000000003,86.2920353982301,0.6194690265486725,4.0,2281.7340000000004,1.0,1.0766961651917404,1049.8864306784662,7.536873156342184,155.32566371681418,0.9287671232876712,1.0766961651917404,86.2920353982301,41929.3,0.0029411764705882,5.162294117647059,172.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1028,0,66,Male,India,active,1,8,1197.2,1197.2,149.65,4.4,1,45.0,45,45,2025-03-04,2025-03-04,2021-02-06,1487,0.01977587343441,8.0,1,1,1,1.0,1197.2,149.65,0.0006720430107526,2250.7360000000003,24.153328850033624,0.1613987895090786,1.0,3106.015680000001,1.0,0.2454606590450571,293.86550100874246,1.9636852723604568,45.40825823806322,4.073972602739726,0.2454606590450571,24.153328850033624,55071.2,0.0006720430107526,1.5125913978494627,46.0,2.0,Long Inactive,High Value,Low Frequency
CUST1029,0,43,Female,Canada,cancelled,1,6,942.6,942.6,157.1,4.3,3,14.0,14,14,2024-03-22,2024-03-22,2020-08-22,1308,0.0224215246636771,6.0,1,1,1,3.0,942.6,157.1,0.0007639419404125,1753.2359999999996,21.61926605504587,0.1376146788990825,3.0,2384.4009599999995,1.0,0.2790519877675841,263.0344036697247,1.6743119266055049,40.21183486238531,3.5835616438356164,0.2790519877675841,21.61926605504587,14138.999999999998,0.0007639419404125,1.3393705118410997,45.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1030,1,18,Male,Germany,active,1,9,1642.77,1642.77,182.53,4.5,5,24.0,24,24,2021-01-06,2021-01-06,2021-04-19,0,1.0,9.0,1,1,1,5.0,1642.77,182.53,1.0,3121.263,16427.699999999997,90.0,5.0,4369.7682,1.0,365.0,599611.05,3285.0,31212.63,0.0,365.0,16427.699999999997,41069.25,1.0,3121.263,125.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1031,0,37,Male,Canada,paused,1,1,31.95,31.95,31.95,4.0,4,9.0,9,9,2023-07-22,2023-07-22,2021-08-19,702,0.040983606557377,1.0,1,1,1,4.0,31.95,31.95,0.0014224751066856,57.51,1.3653846153846154,0.0427350427350427,4.0,74.763,1.0,0.51994301994302,16.612179487179485,0.51994301994302,2.457692307692308,1.9232876712328768,0.51994301994302,1.3653846153846154,319.5,0.0014224751066856,0.0818065433854907,40.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1032,1,52,Female,Germany,cancelled,1,2,1609.54,1609.54,804.77,4.3,0,26.0,26,26,2021-07-27,2021-07-27,2021-09-02,0,1.0,2.0,1,1,1,0.0,1609.54,804.77,1.0,2993.7444,16095.4,20.0,0.0,4071.492383999999,1.0,365.0,587482.1,730.0,29937.444,0.0,365.0,16095.4,43457.58,1.0,2993.7444,0.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1033,1,50,Male,Canada,active,1,5,1661.9,1661.9,332.38,4.3,5,29.0,29,29,2022-09-25,2022-09-25,2022-03-25,184,0.1401869158878504,5.0,1,1,1,5.0,1661.9,332.38,0.0054054054054054,3091.134,270.9619565217391,0.8152173913043478,5.0,4203.942239999999,1.0,1.9836956521739129,3296.703804347826,9.918478260869565,503.9892391304347,0.5041095890410959,1.9836956521739129,270.9619565217391,49857.0,0.0054054054054054,16.708832432432434,150.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1034,0,49,Female,UK,active,1,1,1292.65,1292.65,1292.65,3.9,5,12.0,12,12,2025-04-22,2025-04-22,2021-02-26,1516,0.019404915912031,1.0,1,1,1,5.0,1292.65,1292.65,0.000659195781147,2300.9170000000004,25.580145118733512,0.0197889182058047,5.0,2945.1737600000006,1.0,0.2407651715039577,311.225098944591,0.2407651715039577,45.532658311345656,4.153424657534247,0.2407651715039577,25.580145118733512,16804.45,0.000659195781147,1.5167547791694134,65.0,2.0,Long Inactive,High Value,Low Frequency
CUST1035,0,48,Female,India,active,1,7,254.73,254.73,36.39,3.9,3,24.0,24,24,2023-11-23,2023-11-23,2021-11-07,746,0.0386597938144329,7.0,1,1,1,3.0,254.73,36.39,0.001338688085676,453.41940000000005,10.24383378016086,0.2815013404825737,3.0,580.376832,1.0,0.4892761394101877,124.63331099195712,3.424932975871314,18.23402412868633,2.043835616438356,0.4892761394101877,10.24383378016086,6368.25,0.001338688085676,0.6069871485943775,75.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1036,0,42,Male,UK,paused,1,7,554.3299999999999,554.3299999999999,79.19,4.4,0,13.0,13,13,2024-01-14,2024-01-14,2023-03-08,312,0.087719298245614,7.0,1,1,1,0.0,554.3299999999999,79.18999999999998,0.0031948881789137,1042.1404,53.30096153846153,0.673076923076923,0.0,1438.1537520000002,1.0,1.1698717948717947,648.4950320512819,8.189102564102564,100.20580769230769,0.8547945205479452,1.1698717948717947,53.30096153846153,7760.619999999999,0.0031948881789137,3.329522044728434,0.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1037,0,66,Male,India,active,1,4,376.24,376.24,94.06,4.0,3,48.0,48,48,2023-05-16,2023-05-16,2023-03-25,52,0.3658536585365853,4.0,1,1,1,3.0,376.24,94.06,0.0188679245283018,677.2320000000001,217.06153846153845,2.3076923076923075,3.0,880.4016000000001,1.0,7.019230769230769,2640.915384615385,28.07692307692308,390.7107692307693,0.1424657534246575,7.019230769230769,217.06153846153845,18435.76,0.0188679245283018,12.777962264150943,147.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1038,0,25,Female,Pakistan,paused,1,2,1572.96,1572.96,786.48,4.2,3,11.0,11,11,2023-06-29,2023-06-29,2022-02-17,497,0.0569259962049335,2.0,1,1,1,3.0,1572.96,786.48,0.002008032128514,2894.2464,94.94728370221328,0.1207243460764587,3.0,3878.290176,1.0,0.7344064386317907,1155.1919517102615,1.4688128772635811,174.70300201207243,1.3616438356164384,0.7344064386317907,94.94728370221328,18875.52,0.002008032128514,5.811739759036144,36.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1039,0,40,Female,India,active,1,6,123.3,123.3,20.55,4.2,5,47.0,47,47,2024-12-13,2024-12-13,2022-04-12,976,0.0298210735586481,6.0,1,1,1,5.0,123.3,20.55,0.0010235414534288,226.87200000000004,3.789959016393443,0.1844262295081967,5.0,304.0084800000001,1.0,0.3739754098360655,46.111168032786885,2.2438524590163933,6.973524590163936,2.673972602739726,0.3739754098360655,3.789959016393443,5918.400000000001,0.0010235414534288,0.2322128966223132,240.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1040,0,31,Male,USA,active,1,5,1016.15,1016.15,203.23,4.5,3,45.0,45,45,2025-06-08,2025-06-08,2023-08-05,673,0.0426742532005689,5.0,1,1,1,3.0,1016.15,203.23,0.0014836795252225,1930.685,45.2964338781575,0.2228826151560178,3.0,2702.959,1.0,0.5423476968796433,551.1066121842496,2.7117384843982166,86.06322436849925,1.8438356164383565,0.5423476968796433,45.2964338781575,46742.9,0.0014836795252225,2.864517804154303,138.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1041,0,55,Female,Pakistan,active,1,7,455.49,455.49,65.07,4.3,5,5.0,5,5,2025-03-28,2025-03-28,2022-07-19,983,0.0296150049358341,7.0,1,1,1,5.0,455.49,65.07,0.0010162601626016,847.2113999999998,13.901017293997963,0.2136317395727365,5.0,1152.2075039999995,1.0,0.3713123092573754,169.1290437436419,2.599186164801628,25.85589216683621,2.6931506849315068,0.3713123092573754,13.901017293997963,2732.94,0.0010162601626016,0.8609871951219511,30.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1042,0,57,Other,Germany,paused,1,1,1954.64,1954.64,1954.64,4.2,4,36.0,36,36,2025-03-15,2025-03-15,2023-05-23,662,0.0433526011560693,1.0,1,1,1,4.0,1954.64,1954.64,0.0015082956259426,3596.537600000001,88.57885196374623,0.0453172205438066,4.0,4819.360384000001,1.0,0.5513595166163142,1077.7093655589124,0.5513595166163142,162.98508761329308,1.8136986301369864,0.5513595166163142,88.57885196374623,72321.68000000001,0.0015082956259426,5.424641930618402,148.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1043,0,55,Female,UK,active,1,7,132.86,132.86,18.98,4.3,4,45.0,45,45,2024-05-28,2024-05-28,2023-04-22,402,0.0694444444444444,7.0,1,1,1,4.0,132.86,18.98,0.0024813895781637,247.1196,9.914925373134327,0.5223880597014925,4.0,336.082656,1.0,0.9079601990049752,120.63159203980102,6.355721393034826,18.44176119402985,1.1013698630136983,0.9079601990049752,9.914925373134327,6111.56,0.0024813895781637,0.6132000000000001,184.0,2.0,Long Inactive,Low Value,Low Frequency
CUST1044,0,47,Male,Germany,cancelled,1,3,1963.68,1963.68,654.56,4.0,5,48.0,48,48,2023-11-12,2023-11-12,2022-11-03,374,0.0742574257425742,3.0,1,1,1,5.0,1963.68,654.56,0.0026666666666666,3534.624,157.51443850267378,0.2406417112299465,5.0,4595.0112,1.0,0.9759358288770054,1916.4256684491977,2.927807486631016,283.5259893048128,1.0246575342465754,0.9759358288770054,157.51443850267378,96220.32,0.0026666666666666,9.425664,245.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1045,1,29,Male,Pakistan,active,1,5,1670.85,1670.85,334.17,3.3,0,6.0,6,6,2022-05-22,2022-05-22,2020-11-30,538,0.0528169014084507,5.0,1,1,1,0.0,1670.85,334.17,0.0018552875695732,2773.611,93.1700743494424,0.2788104089219331,0.0,3217.38876,1.0,0.6784386617100372,1133.5692379182158,3.392193308550186,154.66232342007433,1.473972602739726,0.6784386617100372,93.1700743494424,11695.95,0.0018552875695732,5.1458460111317255,0.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1046,0,19,Female,Pakistan,active,1,5,1098.75,1098.75,219.75,4.1,0,37.0,37,37,2025-01-14,2025-01-14,2023-03-21,665,0.0431654676258992,5.0,1,1,1,0.0,1098.75,219.75,0.0015015015015015,1999.725,49.56766917293233,0.225563909774436,0.0,2639.637,1.0,0.5488721804511278,603.0733082706768,2.744360902255639,90.21315789473684,1.821917808219178,0.5488721804511278,49.56766917293233,41752.5,0.0015015015015015,3.00259009009009,0.0,2.0,Long Inactive,High Value,Low Frequency
CUST1047,1,38,Male,Canada,active,1,7,1561.35,1561.35,223.05,4.4,1,23.0,23,23,2022-09-07,2022-09-07,2021-07-13,421,0.0665188470066518,7.0,1,1,1,1.0,1561.35,223.05,0.0023696682464454,2935.3380000000006,111.2600950118765,0.498812351543943,1.0,4050.766440000001,1.0,0.8669833729216152,1353.664489311164,6.068883610451306,209.16897862232784,1.1534246575342466,0.8669833729216152,111.2600950118765,37472.4,0.0023696682464454,6.955777251184836,24.0,2.0,Long Inactive,Very High Value,Low Frequency
CUST1048,0,48,Male,Pakistan,paused,1,4,599.52,599.52,149.88,3.6,5,35.0,35,35,2025-04-18,2025-04-18,2023-10-04,562,0.0506756756756756,4.0,1,1,1,5.0,599.52,149.88,0.0017761989342806,1031.1744,32.002846975088964,0.2135231316725978,5.0,1258.0327679999998,1.0,0.6494661921708186,389.3679715302491,2.5978647686832743,55.044896797153015,1.5397260273972602,0.6494661921708186,32.002846975088964,21582.72,0.0017761989342806,1.8315708703374776,180.0,2.0,Long Inactive,Medium Value,Low Frequency
CUST1049,0,58,Male,Germany,active,1,9,1487.43,1487.43,165.27,4.2,4,30.0,30,30,2025-04-01,2025-04-01,2022-06-17,1019,0.0285986653956148,9.0,1,1,1,4.0,1487.43,165.27,0.0009803921568627,2736.8712,43.79087340529932,0.2649656526005888,4.0,3667.407408000001,1.0,0.3581943081452404,532.788959764475,3.223748773307164,80.57520706575073,2.791780821917808,0.3581943081452404,43.79087340529932,46110.33,0.0009803921568627,2.683207058823529,124.0,2.0,Long Inactive,High Value,Low Frequency
CUST1050,0,27,Female,Pakistan,paused,1,8,1780.96,1780.96,222.62,4.4,0,37.0,37,37,2024-08-15,2024-08-15,2020-08-29,1447,0.0203114421123899,8.0,1,1,1,0.0,1780.96,222.62,0.0006906077348066,3348.2048000000004,36.92384243261921,0.165860400829302,0.0,4620.522624000001,1.0,0.2522460262612301,449.2400829302004,2.017968210089841,69.41682377332413,3.964383561643836,0.2522460262612301,36.92384243261921,67676.48,0.0006906077348066,2.312296132596685,0.0,2.0,Long Inactive,Very High Value,Low Frequency
