product_name,date,predicted_sales,forecast_year
Cycling Helmet,2026-08-01,1581.8611,2026
Cycling Helmet,2026-09-01,1254.0463,2026
Cycling Helmet,2026-10-01,1216.7808,2026
Cycling Helmet,2026-11-01,993.1015,2026
Cycling Helmet,2026-12-01,1631.6158,2026
Dining Table,2026-01-01,1697.8875,2026
Dining Table,2026-02-01,1868.3724,2026
Dining Table,2026-03-01,1368.583,2026
Dining Table,2026-04-01,1524.3948,2026
Dining Table,2026-05-01,1125.907,2026
Dining Table,2026-06-01,635.7677,2026
Dining Table,2026-07-01,1582.7931,2026
Dining Table,2026-08-01,785.08997,2026
Dining Table,2026-09-01,788.43616,2026
Dining Table,2026-10-01,1378.9763,2026
Dining Table,2026-11-01,825.08453,2026
Dining Table,2026-12-01,903.0866,2026
Dress,2026-01-01,1138.4015,2026
Dress,2026-02-01,1259.808,2026
Dress,2026-03-01,854.55225,2026
Dress,2026-04-01,1492.1951,2026
Dress,2026-05-01,1068.7245,2026
Dress,2026-06-01,1009.66205,2026
Dress,2026-07-01,1244.0403,2026
Dress,2026-08-01,820.1973,2026
Dress,2026-09-01,1206.1215,2026
Dress,2026-10-01,1108.1505,2026
Dress,2026-11-01,1086.0249,2026
Dress,2026-12-01,1206.0244,2026
Dumbbells,2026-01-01,1213.0562,2026
Dumbbells,2026-02-01,642.43195,2026
Dumbbells,2026-03-01,998.41943,2026
Dumbbells,2026-04-01,1053.5513,2026
Dumbbells,2026-05-01,1160.0297,2026
Dumbbells,2026-06-01,1316.0127,2026
Dumbbells,2026-07-01,1363.6193,2026
Dumbbells,2026-08-01,1959.0913,2026
Dumbbells,2026-09-01,1134.3142,2026
Dumbbells,2026-10-01,622.09283,2026
Dumbbells,2026-11-01,659.8518,2026
Dumbbells,2026-12-01,624.8536,2026
Face Wash,2026-01-01,823.48346,2026
Face Wash,2026-02-01,1078.2413,2026
Face Wash,2026-03-01,1007.6134,2026
Face Wash,2026-04-01,1126.4199,2026
Face Wash,2026-05-01,1231.522,2026
Face Wash,2026-06-01,1111.9692,2026
Face Wash,2026-07-01,1312.643,2026
Face Wash,2026-08-01,1229.6588,2026
Face Wash,2026-09-01,667.28894,2026
Face Wash,2026-10-01,1204.1875,2026
Face Wash,2026-11-01,777.4406,2026
Face Wash,2026-12-01,1134.8247,2026
Football,2026-01-01,1689.6896,2026
Football,2026-02-01,1907.2583,2026
Football,2026-03-01,1901.7875,2026
Football,2026-04-01,1248.0533,2026
Football,2026-05-01,1022.79333,2026
Football,2026-06-01,746.4614,2026
Football,2026-07-01,1546.915,2026
Football,2026-08-01,1128.1809,2026
Football,2026-09-01,514.594,2026
Football,2026-10-01,905.95996,2026
Football,2026-11-01,895.67834,2026
Football,2026-12-01,1448.9094,2026
Foundation,2026-01-01,1318.7043,2026
Foundation,2026-02-01,790.5957,2026
Foundation,2026-03-01,2059.2227,2026
Foundation,2026-04-01,1719.0919,2026
Foundation,2026-05-01,1416.257,2026
Foundation,2026-06-01,1580.0966,2026
Foundation,2026-07-01,1204.8009,2026
Foundation,2026-08-01,1324.6465,2026
Foundation,2026-09-01,1521.8103,2026
Foundation,2026-10-01,950.399,2026
Foundation,2026-11-01,1140.4998,2026
Foundation,2026-12-01,937.61975,2026
Gaming Console,2026-01-01,1763.2987,2026
Gaming Console,2026-02-01,1380.326,2026
Gaming Console,2026-03-01,1432.7246,2026
Gaming Console,2026-04-01,1116.8678,2026
Gaming Console,2026-05-01,983.44415,2026
Gaming Console,2026-06-01,1001.6101,2026
Gaming Console,2026-07-01,1270.1993,2026
Gaming Console,2026-08-01,1361.1609,2026
Gaming Console,2026-09-01,1484.9297,2026
Gaming Console,2026-10-01,1171.1516,2026
Gaming Console,2026-11-01,893.2661,2026
Gaming Console,2026-12-01,1237.9427,2026
Headphones,2026-01-01,1183.4976,2026
Headphones,2026-02-01,1016.8442,2026
Headphones,2026-03-01,1279.464,2026
Headphones,2026-04-01,982.0825,2026
Headphones,2026-05-01,1510.3702,2026
Headphones,2026-06-01,758.2399,2026
Headphones,2026-07-01,1650.3132,2026
Headphones,2026-08-01,1058.4644,2026
Headphones,2026-09-01,1175.6432,2026
Headphones,2026-10-01,914.67474,2026
Headphones,2026-11-01,971.2624,2026
Headphones,2026-12-01,1498.8696,2026
Hoodie,2026-01-01,1397.1586,2026
Hoodie,2026-02-01,1479.2241,2026
Hoodie,2026-03-01,1644.0918,2026
Hoodie,2026-04-01,905.99603,2026
Hoodie,2026-05-01,1079.4674,2026
Hoodie,2026-06-01,530.52454,2026
Hoodie,2026-07-01,1158.5356,2026
Hoodie,2026-08-01,740.80145,2026
Hoodie,2026-09-01,749.41876,2026
Hoodie,2026-10-01,1126.6343,2026
Hoodie,2026-11-01,908.3246,2026
Hoodie,2026-12-01,721.3591,2026
Jacket,2026-01-01,1603.9829,2026
Jacket,2026-02-01,1209.8623,2026
Jacket,2026-03-01,1282.6062,2026
Jacket,2026-04-01,1237.2859,2026
Jacket,2026-05-01,818.74304,2026
Jacket,2026-06-01,1222.0728,2026
Jacket,2026-07-01,1281.731,2026
Jacket,2026-08-01,912.6618,2026
Jacket,2026-09-01,952.55133,2026
Jacket,2026-10-01,1036.76,2026
Jacket,2026-11-01,1061.2787,2026
Jacket,2026-12-01,1116.1697,2026
Jeans,2026-01-01,1385.8762,2026
Jeans,2026-02-01,1415.9022,2026
Jeans,2026-03-01,1254.5837,2026
Jeans,2026-04-01,1170.5201,2026
Jeans,2026-05-01,1339.7162,2026
Jeans,2026-06-01,1326.0085,2026
Jeans,2026-07-01,1767.5459,2026
Jeans,2026-08-01,1186.5465,2026
Jeans,2026-09-01,650.6641,2026
Jeans,2026-10-01,1068.8733,2026
Jeans,2026-11-01,780.96216,2026
Jeans,2026-12-01,1025.2013,2026
Lamp,2026-01-01,1759.984,2026
Lamp,2026-02-01,1383.6016,2026
Lamp,2026-03-01,1112.4868,2026
Lamp,2026-04-01,827.9796,2026
Lamp,2026-05-01,1368.9822,2026
Lamp,2026-06-01,1641.8473,2026
Lamp,2026-07-01,1420.1539,2026
Lamp,2026-08-01,1132.9961,2026
Lamp,2026-09-01,878.34515,2026
Lamp,2026-10-01,1217.6937,2026
Lamp,2026-11-01,1088.1022,2026
Lamp,2026-12-01,1572.6079,2026
Laptop,2026-01-01,1669.2045,2026
Laptop,2026-02-01,1065.3245,2026
Laptop,2026-03-01,1154.3076,2026
Laptop,2026-04-01,1131.2512,2026
Laptop,2026-05-01,1194.0159,2026
Laptop,2026-06-01,711.5014,2026
Laptop,2026-07-01,1349.5331,2026
Laptop,2026-08-01,1756.4423,2026
Laptop,2026-09-01,1195.0435,2026
Laptop,2026-10-01,1115.7045,2026
Laptop,2026-11-01,803.2409,2026
Laptop,2026-12-01,1389.2948,2026
Lipstick,2026-01-01,1047.521,2026
Lipstick,2026-02-01,634.34564,2026
Lipstick,2026-03-01,1339.6298,2026
Lipstick,2026-04-01,1178.0088,2026
Lipstick,2026-05-01,1369.479,2026
Lipstick,2026-06-01,1700.5286,2026
Lipstick,2026-07-01,1327.8358,2026
Lipstick,2026-08-01,1208.7015,2026
Lipstick,2026-09-01,718.87427,2026
Lipstick,2026-10-01,1323.6359,2026
Lipstick,2026-11-01,1465.1187,2026
Lipstick,2026-12-01,1217.3752,2026
Microwave,2026-01-01,1107.2743,2026
Microwave,2026-02-01,1610.8829,2026
Microwave,2026-03-01,1441.7228,2026
Microwave,2026-04-01,1236.9668,2026
Microwave,2026-05-01,1386.3662,2026
Microwave,2026-06-01,1018.2926,2026
Microwave,2026-07-01,1154.9946,2026
Microwave,2026-08-01,684.59515,2026
Microwave,2026-09-01,772.2473,2026
Microwave,2026-10-01,768.73645,2026
Microwave,2026-11-01,1176.4977,2026
Microwave,2026-12-01,990.23425,2026
Moisturizer,2026-01-01,1354.9359,2026
Moisturizer,2026-02-01,917.97076,2026
Moisturizer,2026-03-01,944.4133,2026
Moisturizer,2026-04-01,1452.4124,2026
Moisturizer,2026-05-01,1084.6216,2026
Moisturizer,2026-06-01,1357.6969,2026
Moisturizer,2026-07-01,1746.2874,2026
Moisturizer,2026-08-01,1022.83374,2026
Moisturizer,2026-09-01,791.6624,2026
Moisturizer,2026-10-01,1367.7557,2026
Moisturizer,2026-11-01,1864.7458,2026
Moisturizer,2026-12-01,1554.0315,2026
Nail Polish,2026-01-01,894.8371,2026
Nail Polish,2026-02-01,1268.8411,2026
Nail Polish,2026-03-01,1154.0061,2026
Nail Polish,2026-04-01,342.45966,2026
Nail Polish,2026-05-01,1134.7097,2026
Nail Polish,2026-06-01,839.7978,2026
Nail Polish,2026-07-01,1804.1466,2026
Nail Polish,2026-08-01,1158.2279,2026
Nail Polish,2026-09-01,884.9305,2026
Nail Polish,2026-10-01,994.9617,2026
Nail Polish,2026-11-01,1139.5201,2026
Nail Polish,2026-12-01,1777.4067,2026
Perfume,2026-01-01,1934.2028,2026
Perfume,2026-02-01,1465.6099,2026
Perfume,2026-03-01,1582.5538,2026
Perfume,2026-04-01,1241.2494,2026
Perfume,2026-05-01,983.5585,2026
Perfume,2026-06-01,1524.4434,2026
Perfume,2026-07-01,1039.2361,2026
Perfume,2026-08-01,810.924,2026
Perfume,2026-09-01,1241.2117,2026
Perfume,2026-10-01,762.743,2026
Perfume,2026-11-01,846.9658,2026
Perfume,2026-12-01,927.07104,2026
Refrigerator,2026-01-01,1706.2938,2026
Refrigerator,2026-02-01,1532.5474,2026
Refrigerator,2026-03-01,910.1635,2026
Refrigerator,2026-04-01,817.88715,2026
Refrigerator,2026-05-01,1556.9395,2026
Refrigerator,2026-06-01,1942.2642,2026
Refrigerator,2026-07-01,1561.7892,2026
Refrigerator,2026-08-01,1006.05493,2026
Refrigerator,2026-09-01,1026.7963,2026
Refrigerator,2026-10-01,1041.945,2026
Refrigerator,2026-11-01,903.09155,2026
Refrigerator,2026-12-01,660.9274,2026
Running Shoes,2026-01-01,898.4359,2026
Running Shoes,2026-02-01,984.03864,2026
Running Shoes,2026-03-01,202.8738,2026
Running Shoes,2026-04-01,1251.2819,2026
Running Shoes,2026-05-01,908.03284,2026
Running Shoes,2026-06-01,1428.8489,2026
Running Shoes,2026-07-01,1560.9011,2026
Running Shoes,2026-08-01,1471.8157,2026
Running Shoes,2026-09-01,935.4904,2026
Running Shoes,2026-10-01,802.1145,2026
Running Shoes,2026-11-01,1351.8307,2026
Running Shoes,2026-12-01,1568.0227,2026
Shampoo,2026-01-01,1392.2295,2026
Shampoo,2026-02-01,1282.5784,2026
Shampoo,2026-03-01,1286.2169,2026
Shampoo,2026-04-01,425.54178,2026
Shampoo,2026-05-01,885.3926,2026
Shampoo,2026-06-01,887.3542,2026
Shampoo,2026-07-01,1335.6472,2026
Shampoo,2026-08-01,1840.9136,2026
Shampoo,2026-09-01,1404.8065,2026
Shampoo,2026-10-01,1132.6731,2026
Shampoo,2026-11-01,765.6302,2026
Shampoo,2026-12-01,2003.8767,2026
Shirt,2026-01-01,1238.5236,2026
Shirt,2026-02-01,995.0913,2026
Shirt,2026-03-01,894.3468,2026
Shirt,2026-04-01,1269.39,2026
Shirt,2026-05-01,1385.4869,2026
Shirt,2026-06-01,1225.8562,2026
Shirt,2026-07-01,871.7368,2026
Shirt,2026-08-01,1121.9933,2026
Shirt,2026-09-01,1363.0728,2026
Shirt,2026-10-01,1819.8163,2026
Shirt,2026-11-01,1123.7059,2026
Shirt,2026-12-01,673.7393,2026
Skirt,2026-01-01,1051.9796,2026
Skirt,2026-02-01,303.4244,2026
Skirt,2026-03-01,1023.3258,2026
Skirt,2026-04-01,1077.5237,2026
Skirt,2026-05-01,1032.2153,2026
Skirt,2026-06-01,1388.6228,2026
Skirt,2026-07-01,1014.87604,2026
Skirt,2026-08-01,1084.5046,2026
Skirt,2026-09-01,845.3175,2026
Skirt,2026-10-01,913.4695,2026
Skirt,2026-11-01,795.17395,2026
Skirt,2026-12-01,1131.4772,2026
Smartphone,2026-01-01,1196.3346,2026
Smartphone,2026-02-01,1086.1271,2026
Smartphone,2026-03-01,1159.155,2026
Smartphone,2026-04-01,991.2564,2026
Smartphone,2026-05-01,1497.0885,2026
Smartphone,2026-06-01,615.11237,2026
Smartphone,2026-07-01,991.5011,2026
Smartphone,2026-08-01,1109.6749,2026
Smartphone,2026-09-01,762.2938,2026
Smartphone,2026-10-01,807.8399,2026
Smartphone,2026-11-01,1082.5802,2026
Smartphone,2026-12-01,858.08624,2026
Smartwatch,2026-01-01,1252.8914,2026
Smartwatch,2026-02-01,984.5131,2026
Smartwatch,2026-03-01,1189.0366,2026
Smartwatch,2026-04-01,1240.216,2026
Smartwatch,2026-05-01,1083.238,2026
Smartwatch,2026-06-01,1035.2479,2026
Smartwatch,2026-07-01,1134.8079,2026
Smartwatch,2026-08-01,1055.7037,2026
Smartwatch,2026-09-01,1179.9906,2026
Smartwatch,2026-10-01,696.2986,2026
Smartwatch,2026-11-01,914.3771,2026
Smartwatch,2026-12-01,996.3887,2026
Sneakers,2026-01-01,1390.3734,2026
Sneakers,2026-02-01,1132.4291,2026
Sneakers,2026-03-01,1019.13544,2026
Sneakers,2026-04-01,1740.0276,2026
Sneakers,2026-05-01,1413.6544,2026
Sneakers,2026-06-01,1029.8142,2026
Sneakers,2026-07-01,1008.99634,2026
Sneakers,2026-08-01,1301.7773,2026
Sneakers,2026-09-01,545.3764,2026
Sneakers,2026-10-01,706.0048,2026
Sneakers,2026-11-01,1149.5479,2026
Sneakers,2026-12-01,1201.2292,2026
Sofa,2026-01-01,1228.7576,2026
Sofa,2026-02-01,800.6153,2026
Sofa,2026-03-01,1090.3136,2026
Sofa,2026-04-01,1112.4625,2026
Sofa,2026-05-01,897.351,2026
Sofa,2026-06-01,1034.4736,2026
Sofa,2026-07-01,1043.2279,2026
Sofa,2026-08-01,1274.9022,2026
Sofa,2026-09-01,1013.9012,2026
Sofa,2026-10-01,1228.6058,2026
Sofa,2026-11-01,1391.2588,2026
Sofa,2026-12-01,1008.876,2026
T-Shirt,2026-01-01,1175.4934,2026
T-Shirt,2026-02-01,619.0264,2026
T-Shirt,2026-03-01,1002.2107,2026
T-Shirt,2026-04-01,1228.7104,2026
T-Shirt,2026-05-01,986.9199,2026
T-Shirt,2026-06-01,1187.3782,2026
T-Shirt,2026-07-01,1124.7235,2026
T-Shirt,2026-08-01,840.06415,2026
T-Shirt,2026-09-01,1095.2671,2026
T-Shirt,2026-10-01,729.51263,2026
T-Shirt,2026-11-01,841.297,2026
T-Shirt,2026-12-01,940.26654,2026
Tablet,2026-01-01,1212.6782,2026
Tablet,2026-02-01,992.6645,2026
Tablet,2026-03-01,1338.2809,2026
Tablet,2026-04-01,1091.8458,2026
Tablet,2026-05-01,857.4238,2026
Tablet,2026-06-01,1287.485,2026
Tablet,2026-07-01,1118.6414,2026
Tablet,2026-08-01,1128.8905,2026
Tablet,2026-09-01,902.9082,2026
Tablet,2026-10-01,1265.7646,2026
Tablet,2026-11-01,1418.3961,2026
Tablet,2026-12-01,1511.6262,2026
Tennis Racket,2026-01-01,857.3349,2026
Tennis Racket,2026-02-01,1567.8898,2026
Tennis Racket,2026-03-01,1054.9033,2026
Tennis Racket,2026-04-01,1314.9119,2026
Tennis Racket,2026-05-01,1378.7008,2026
Tennis Racket,2026-06-01,1122.5721,2026
Tennis Racket,2026-07-01,1634.4552,2026
Tennis Racket,2026-08-01,903.7214,2026
Tennis Racket,2026-09-01,1190.3057,2026
Tennis Racket,2026-10-01,603.97296,2026
Tennis Racket,2026-11-01,1001.61096,2026
Tennis Racket,2026-12-01,1100.1862,2026
Vacuum Cleaner,2026-01-01,1242.5067,2026
Vacuum Cleaner,2026-02-01,1023.4973,2026
Vacuum Cleaner,2026-03-01,822.01886,2026
Vacuum Cleaner,2026-04-01,1881.7249,2026
Vacuum Cleaner,2026-05-01,1241.9186,2026
Vacuum Cleaner,2026-06-01,1601.4525,2026
Vacuum Cleaner,2026-07-01,913.35114,2026
Vacuum Cleaner,2026-08-01,730.34204,2026
Vacuum Cleaner,2026-09-01,1802.0631,2026
Vacuum Cleaner,2026-10-01,1015.6667,2026
Vacuum Cleaner,2026-11-01,1094.406,2026
Vacuum Cleaner,2026-12-01,964.8437,2026
Yoga Mat,2026-01-01,1009.98206,2026
Yoga Mat,2026-02-01,1272.8229,2026
Yoga Mat,2026-03-01,1048.9038,2026
Yoga Mat,2026-04-01,1039.1665,2026
Yoga Mat,2026-05-01,953.6062,2026
Yoga Mat,2026-06-01,903.0354,2026
Yoga Mat,2026-07-01,980.68414,2026
Yoga Mat,2026-08-01,927.49255,2026
Yoga Mat,2026-09-01,1078.4631,2026
Yoga Mat,2026-10-01,579.58527,2026
Yoga Mat,2026-11-01,626.59143,2026
Yoga Mat,2026-12-01,1369.0436,2026
